trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
outbound_6,6:02:00,6:02:00,494,2,,0,0,0.7250,1
outbound_6,6:03:00,6:03:00,499,3,,0,0,0.9860,1
outbound_6,6:04:00,6:04:00,495,4,,0,0,1.2100,1
outbound_6,6:05:00,6:05:00,2499,5,,0,0,1.4000,1
outbound_6,6:06:00,6:06:00,2464,6,,0,0,1.4900,1
outbound_6,6:07:00,6:07:00,2433,7,,0,0,1.7400,1
outbound_6,6:08:00,6:08:00,2504,8,,0,0,1.9200,1
outbound_7,7:00:00,7:00:00,1378,0,,0,0,0.0000,1
outbound_7,7:01:00,7:01:00,1386,1,,0,0,0.2011,1
outbound_7,7:02:00,7:02:00,494,2,,0,0,0.7250,1
outbound_7,7:03:00,7:03:00,499,3,,0,0,0.9860,1
outbound_7,7:04:00,7:04:00,495,4,,0,0,1.2100,1
outbound_7,7:05:00,7:05:00,2499,5,,0,0,1.4000,1
outbound_7,7:06:00,7:06:00,2464,6,,0,0,1.4900,1
outbound_7,7:07:00,7:07:00,2433,7,,0,0,1.7400,1
outbound_7,7:08:00,7:08:00,2504,8,,0,0,1.9200,1
outbound_8,8:00:00,8:00:00,1378,0,,0,0,0.0000,1
outbound_8,8:01:00,8:01:00,1386,1,,0,0,0.2011,1
outbound_8,8:02:00,8:02:00,494,2,,0,0,0.7250,1
outbound_8,8:03:00,8:03:00,499,3,,0,0,0.9860,1
outbound_8,8:04:00,8:04:00,495,4,,0,0,1.2100,1
outbound_8,8:05:00,8:05:00,2499,5,,0,0,1.4000,1
outbound_8,8:06:00,8:06:00,2464,6,,0,0,1.4900,1
outbound_8,8:07:00,8:07:00,2433,7,,0,0,1.7400,1
outbound_8,8:08:00,8:08:00,2504,8,,0,0,1.9200,1
outbound_9,9:00:00,9:00:00,1378,0,,0,0,0.0000,1
outbound_9,9:01:00,9:01:00,1386,1,,0,0,0.2011,1
outbound_9,9:02:00,9:02:00,494,2,,0,0,0.7250,1
outbound_9,9:03:00,9:03:00,499,3,,0,0,0.9860,1
outbound_9,9:04:00,9:04:00,495,4,,0,0,1.2100,1
outbound_9,9:05:00,9:05:00,2499,5,,0,0,1.4000,1
outbound_9,9:06:00,9:06:00,2464,6,,0,0,1.4900,1
outbound_9,9:07:00,9:07:00,2433,7,,0,0,1.7400,1
outbound_9,9:08:00,9:08:00,2504,8,,0,0,1.9200,1
outbound_10,10:00:00,10:00:00,1378,0,,0,0,0.0000,1
outbound_10,10:01:00,10:01:00,1386,1,,0,0,0.2011,1
outbound_10,10:02:00,10:02:00,494,2,,0,0,0.7250,1
outbound_10,10:03:00,10:03:00,499,3,,0,0,0.9860,1
outbound_10,10:04:00,10:04:00,495,4,,0,0,1.2100,1
outbound_10,10:05:00,10:05:00,2499,5,,0,0,1.4000,1
outbound_10,10:06:00,10:06:00,2464,6,,0,0,1.4900,1
outbound_10,10:07:00,10:07:00,2433,7,,0,0,1.7400,1
outbound_10,10:08:00,10:08:00,2504,8,,0,0,1.9200,1
outbound_11,11:00:00,11:00:00,1378,0,,0,0,0.0000,1
outbound_11,11:01:00,11:01:00,1386,1,,0,0,0.2011,1
outbound_11,11:02:00,11:02:00,494,2,,0,0,0.7250,1
outbound_11,11:03:00,11:03:00,499,3,,0,0,0.9860,1
outbound_11,11:04:00,11:04:00,495,4,,0,0,1.2100,1
outbound_11,11:05:00,11:05:00,2499,5,,0,0,1.4000,1
outbound_11,11:06:00,11:06:00,2464,6,,0,0,1.4900,1
outbound_11,11:07:00,11:07:00,2433,7,,0,0,1.7400,1
outbound_11,11:08:00,11:08:00,2504,8,,0,0,1.9200,1
outbound_12,12:00:00,12:00:00,1378,0,,0,0,0.0000,1
outbound_12,12:01:00,12:01:00,1386,1,,0,0,0.2011,1
outbound_12,12:02:00,12:02:00,494,2,,0,0,0.7250,1
outbound_12,12:03:00,12:03:00,499,3,,0,0,0.9860,1
outbound_12,12:04:00,12:04:00,495,4,,0,0,1.2100,1
outbound_12,12:05:00,12:05:00,2499,5,,0,0,1.4000,1
outbound_12,12:06:00,12:06:00,2464,6,,0,0,1.4900,1
outbound_12,12:07:00,12:07:00,2433,7,,0,0,1.7400,1
outbound_12,12:08:00,12:08:00,2504,8,,0,0,1.9200,1
outbound_13,13:00:00,13:00:00,1378,0,,0,0,0.0000,1
outbound_13,13:01:00,13:01:00,1386,1,,0,0,0.2011,1
outbound_13,13:02:00,13:02:00,494,2,,0,0,0.7250,1
outbound_13,13:03:00,13:03:00,499,3,,0,0,0.9860,1
outbound_13,13:04:00,13:04:00,495,4,,0,0,1.2100,1
outbound_13,13:05:00,13:05:00,2499,5,,0,0,1.4000,1
outbound_13,13:06:00,13:06:00,2464,6,,0,0,1.4900,1
outbound_13,13:07:00,13:07:00,2433,7,,0,0,1.7400,1
outbound_13,13:08:00,13:08:00,2504,8,,0,0,1.9200,1
outbound_14,14:00:00,14:00:00,1378,0,,0,0,0.0000,1
outbound_14,14:01:00,14:01:00,1386,1,,0,0,0.2011,1
outbound_14,14:02:00,14:02:00,494,2,,0,0,0.7250,1
outbound_14,14:03:00,14:03:00,499,3,,0,0,0.9860,1
outbound_14,14:04:00,14:04:00,495,4,,0,0,1.2100,1
outbound_14,14:05:00,14:05:00,2499,5,,0,0,1.4000,1
outbound_14,14:06:00,14:06:00,2464,6,,0,0,1.4900,1
outbound_14,14:07:00,14:07:00,2433,7,,0,0,1.7400,1
outbound_14,14:08:00,14:08:00,2504,8,,0,0,1.9200,1
outbound_15,15:00:00,15:00:00,1378,0,,0,0,0.0000,1
outbound_15,15:01:00,15:01:00,1386,1,,0,0,0.2011,1
outbound_15,15:02:00,15:02:00,494,2,,0,0,0.7250,1
outbound_15,15:03:00,15:03:00,499,3,,0,0,0.9860,1
outbound_15,15:04:00,15:04:00,495,4,,0,0,1.2100,1
outbound_15,15:05:00,15:05:00,2499,5,,0,0,1.4000,1
outbound_15,15:06:00,15:06:00,2464,6,,0,0,1.4900,1
outbound_15,15:07:00,15:07:00,2433,7,,0,0,1.7400,1
outbound_15,15:08:00,15:08:00,2504,8,,0,0,1.9200,1
outbound_16,16:00:00,16:00:00,1378,0,,0,0,0.0000,1
outbound_16,16:01:00,16:01:00,1386,1,,0,0,0.2011,1
outbound_16,16:02:00,16:02:00,494,2,,0,0,0.7250,1
outbound_16,16:03:00,16:03:00,499,3,,0,0,0.9860,1
outbound_16,16:04:00,16:04:00,495,4,,0,0,1.2100,1
outbound_16,16:05:00,16:05:00,2499,5,,0,0,1.4000,1
outbound_16,16:06:00,16:06:00,2464,6,,0,0,1.4900,1
outbound_16,16:07:00,16:07:00,2433,7,,0,0,1.7400,1
outbound_16,16:08:00,16:08:00,2504,8,,0,0,1.9200,1
outbound_17,17:00:00,17:00:00,1378,0,,0,0,0.0000,1
outbound_17,17:01:00,17:01:00,1386,1,,0,0,0.2011,1
outbound_17,17:02:00,17:02:00,494,2,,0,0,0.7250,1
outbound_17,17:03:00,17:03:00,499,3,,0,0,0.9860,1
outbound_17,17:04:00,17:04:00,495,4,,0,0,1.2100,1
outbound_17,17:05:00,17:05:00,2499,5,,0,0,1.4000,1
outbound_17,17:06:00,17:06:00,2464,6,,0,0,1.4900,1
outbound_17,17:07:00,17:07:00,2433,7,,0,0,1.7400,1
outbound_17,17:08:00,17:08:00,2504,8,,0,0,1.9200,1
outbound_18,18:00:00,18:00:00,1378,0,,0,0,0.0000,1
outbound_18,18:01:00,18:01:00,1386,1,,0,0,0.2011,1
outbound_18,18:02:00,18:02:00,494,2,,0,0,0.7250,1
outbound_18,18:03:00,18:03:00,499,3,,0,0,0.9860,1
outbound_18,18:04:00,18:04:00,495,4,,0,0,1.2100,1
outbound_18,18:05:00,18:05:00,2499,5,,0,0,1.4000,1
outbound_18,18:06:00,18:06:00,2464,6,,0,0,1.4900,1
outbound_18,18:07:00,18:07:00,2433,7,,0,0,1.7400,1
outbound_18,18:08:00,18:08:00,2504,8,,0,0,1.9200,1
outbound_19,19:00:00,19:00:00,1378,0,,0,0,0.0000,1
outbound_19,19:01:00,19:01:00,1386,1,,0,0,0.2011,1
outbound_19,19:02:00,19:02:00,494,2,,0,0,0.7250,1
outbound_19,19:03:00,19:03:00,499,3,,0,0,0.9860,1
outbound_19,19:04:00,19:04:00,495,4,,0,0,1.2100,1
outbound_19,19:05:00,19:05:00,2499,5,,0,0,1.4000,1
outbound_19,19:06:00,19:06:00,2464,6,,0,0,1.4900,1
outbound_19,19:07:00,19:07:00,2433,7,,0,0,1.7400,1
outbound_19,19:08:00,19:08:00,2504,8,,0,0,1.9200,1
outbound_20,20:00:00,20:00:00,1378,0,,0,0,0.0000,1
outbound_20,20:01:00,20:01:00,1386,1,,0,0,0.2011,1
outbound_20,20:02:00,20:02:00,494,2,,0,0,0.7250,1
outbound_20,20:03:00,20:03:00,499,3,,0,0,0.9860,1
outbound_20,20:04:00,20:04:00,495,4,,0,0,1.2100,1
outbound_20,20:05:00,20:05:00,2499,5,,0,0,1.4000,1
outbound_20,20:06:00,20:06:00,2464,6,,0,0,1.4900,1
outbound_20,20:07:00,20:07:00,2433,7,,0,0,1.7400,1
outbound_20,20:08:00,20:08:00,2504,8,,0,0,1.9200,1
outbound_21,21:00:00,21:00:00,1378,0,,0,0,0.0000,1
outbound_21,21:01:00,21:01:00,1386,1,,0,0,0.2011,1
outbound_21,21:02:00,21:02:00,494,2,,0,0,0.7250,1
outbound_21,21:03:00,21:03:00,499,3,,0,0,0.9860,1
outbound_21,21:04:00,21:04:00,495,4,,0,0,1.2100,1
outbound_21,21:05:00,21:05:00,2499,5,,0,0,1.4000,1
outbound_21,21:06:00,21:06:00,2464,6,,0,0,1.4900,1
outbound_21,21:07:00,21:07:00,2433,7,,0,0,1.7400,1
outbound_21,21:08:00,21:08:00,2504,8,,0,0,1.9200,1
outbound_22,22:00:00,22:00:00,1378,0,,0,0,0.0000,1
outbound_22,22:01:00,22:01:00,1386,1,,0,0,0.2011,1
outbound_22,22:02:00,22:02:00,494,2,,0,0,0.7250,1
outbound_22,22:03:00,22:03:00,499,3,,0,0,0.9860,1
outbound_22,22:04:00,22:04:00,495,4,,0,0,1.2100,1
outbound_22,22:05:00,22:05:00,2499,5,,0,0,1.4000,1
outbound_22,22:06:00,22:06:00,2464,6,,0,0,1.4900,1
outbound_22,22:07:00,22:07:00,2433,7,,0,0,1.7400,1
outbound_22,22:08:00,22:08:00,2504,8,,0,0,1.9200,1
outbound_23,23:00:00,23:00:00,1378,0,,0,0,0.0000,1
outbound_23,23:01:00,23:01:00,1386,1,,0,0,0.2011,1
outbound_23,23:02:00,23:02:00,494,2,,0,0,0.7250,1
outbound_23,23:03:00,23:03:00,499,3,,0,0,0.9860,1
outbound_23,23:04:00,23:04:00,495,4,,0,0,1.2100,1
outbound_23,23:05:00,23:05:00,2499,5,,0,0,1.4000,1
outbound_23,23:06:00,23:06:00,2464,6,,0,0,1.4900,1
outbound_23,23:07:00,23:07:00,2433,7,,0,0,1.7400,1
outbound_23,23:08:00,23:08:00,2504,8,,0,0,1.9200,1
inbound_0,0:10:00,0:10:00,2504,0,,0,0,0.0000,1
inbound_0,0:11:00,0:11:00,2434,1,,0,0,0.1799,1
inbound_0,0:12:00,0:12:00,2465,2,,0,0,0.4080,1
inbound_0,0:13:00,0:13:00,2498,3,,0,0,0.6430,1
inbound_0,0:14:00,0:14:00,2421,4,,0,0,0.7170,1
inbound_0,0:15:00,0:15:00,502,5,,0,0,0.8990,1
inbound_0,0:16:00,0:16:00,497,6,,0,0,1.2000,1
inbound_0,0:17:00,0:17:00,1390,7,,0,0,1.5800,1
inbound_0,0:18:00,0:18:00,1385,8,,0,0,1.7500,1
inbound_0,0:18:00,0:18:00,1379,9,,0,0,1.9200,1
inbound_1,1:10:00,1:10:00,2504,0,,0,0,0.0000,1
inbound_1,1:11:00,1:11:00,2434,1,,0,0,0.1799,1
inbound_1,1:12:00,1:12:00,2465,2,,0,0,0.4080,1
inbound_1,1:13:00,1:13:00,2498,3,,0,0,0.6430,1
inbound_1,1:14:00,1:14:00,2421,4,,0,0,0.7170,1
inbound_1,1:15:00,1:15:00,502,5,,0,0,0.8990,1
inbound_1,1:16:00,1:16:00,497,6,,0,0,1.2000,1
inbound_1,1:17:00,1:17:00,1390,7,,0,0,1.5800,1
inbound_1,1:18:00,1:18:00,1385,8,,0,0,1.7500,1
inbound_1,1:18:00,1:18:00,1379,9,,0,0,1.9200,1
inbound_2,2:10:00,2:10:00,2504,0,,0,0,0.0000,1
inbound_2,2:11:00,2:11:00,2434,1,,0,0,0.1799,1
inbound_2,2:12:00,2:12:00,2465,2,,0,0,0.4080,1
inbound_2,2:13:00,2:13:00,2498,3,,0,0,0.6430,1
inbound_2,2:14:00,2:14:00,2421,4,,0,0,0.7170,1
inbound_2,2:15:00,2:15:00,502,5,,0,0,0.8990,1
inbound_2,2:16:00,2:16:00,497,6,,0,0,1.2000,1
inbound_2,2:17:00,2:17:00,1390,7,,0,0,1.5800,1
inbound_2,2:18:00,2:18:00,1385,8,,0,0,1.7500,1
inbound_2,2:18:00,2:18:00,1379,9,,0,0,1.9200,1
inbound_3,3:10:00,3:10:00,2504,0,,0,0,0.0000,1
inbound_3,3:11:00,3:11:00,2434,1,,0,0,0.1799,1
inbound_3,3:12:00,3:12:00,2465,2,,0,0,0.4080,1
inbound_3,3:13:00,3:13:00,2498,3,,0,0,0.6430,1
inbound_3,3:14:00,3:14:00,2421,4,,0,0,0.7170,1
inbound_3,3:15:00,3:15:00,502,5,,0,0,0.8990,1
inbound_3,3:16:00,3:16:00,497,6,,0,0,1.2000,1
inbound_3,3:17:00,3:17:00,1390,7,,0,0,1.5800,1
inbound_3,3:18:00,3:18:00,1385,8,,0,0,1.7500,1
inbound_3,3:18:00,3:18:00,1379,9,,0,0,1.9200,1
inbound_4,4:10:00,4:10:00,2504,0,,0,0,0.0000,1
inbound_4,4:11:00,4:11:00,2434,1,,0,0,0.1799,1
inbound_4,4:12:00,4:12:00,2465,2,,0,0,0.4080,1
inbound_4,4:13:00,4:13:00,2498,3,,0,0,0.6430,1
inbound_4,4:14:00,4:14:00,2421,4,,0,0,0.7170,1
inbound_4,4:15:00,4:15:00,502,5,,0,0,0.8990,1
inbound_4,4:16:00,4:16:00,497,6,,0,0,1.2000,1
inbound_4,4:17:00,4:17:00,1390,7,,0,0,1.5800,1
inbound_4,4:18:00,4:18:00,1385,8,,0,0,1.7500,1
inbound_4,4:18:00,4:18:00,1379,9,,0,0,1.9200,1
inbound_5,5:10:00,5:10:00,2504,0,,0,0,0.0000,1
inbound_5,5:11:00,5:11:00,2434,1,,0,0,0.1799,1
inbound_5,5:12:00,5:12:00,2465,2,,0,0,0.4080,1
inbound_5,5:13:00,5:13:00,2498,3,,0,0,0.6430,1
inbound_5,5:14:00,5:14:00,2421,4,,0,0,0.7170,1
inbound_5,5:15:00,5:15:00,502,5,,0,0,0.8990,1
inbound_5,5:16:00,5:16:00,497,6,,0,0,1.2000,1
inbound_5,5:17:00,5:17:00,1390,7,,0,0,1.5800,1
inbound_5,5:18:00,5:18:00,1385,8,,0,0,1.7500,1
inbound_5,5:18:00,5:18:00,1379,9,,0,0,1.9200,1
inbound_6,6:10:00,6:10:00,2504,0,,0,0,0.0000,1
inbound_6,6:11:00,6:11:00,2434,1,,0,0,0.1799,1
inbound_6,6:12:00,6:12:00,2465,2,,0,0,0.4080,1
inbound_6,6:13:00,6:13:00,2498,3,,0,0,0.6430,1
inbound_6,6:14:00,6:14:00,2421,4,,0,0,0.7170,1
inbound_6,6:15:00,6:15:00,502,5,,0,0,0.8990,1
inbound_6,6:16:00,6:16:00,497,6,,0,0,1.2000,1
inbound_6,6:17:00,6:17:00,1390,7,,0,0,1.5800,1
inbound_6,6:18:00,6:18:00,1385,8,,0,0,1.7500,1
inbound_6,6:18:00,6:18:00,1379,9,,0,0,1.9200,1
inbound_7,7:10:00,7:10:00,2504,0,,0,0,0.0000,1
inbound_7,7:11:00,7:11:00,2434,1,,0,0,0.1799,1
inbound_7,7:12:00,7:12:00,2465,2,,0,0,0.4080,1
inbound_7,7:13:00,7:13:00,2498,3,,0,0,0.6430,1
inbound_7,7:14:00,7:14:00,2421,4,,0,0,0.7170,1
inbound_7,7:15:00,7:15:00,502,5,,0,0,0.8990,1
inbound_7,7:16:00,7:16:00,497,6,,0,0,1.2000,1
inbound_7,7:17:00,7:17:00,1390,7,,0,0,1.5800,1
inbound_7,7:18:00,7:18:00,1385,8,,0,0,1.7500,1
inbound_7,7:18:00,7:18:00,1379,9,,0,0,1.9200,1
inbound_8,8:10:00,8:10:00,2504,0,,0,0,0.0000,1
inbound_8,8:11:00,8:11:00,2434,1,,0,0,0.1799,1
inbound_8,8:12:00,8:12:00,2465,2,,0,0,0.4080,1
inbound_8,8:13:00,8:13:00,2498,3,,0,0,0.6430,1
inbound_8,8:14:00,8:14:00,2421,4,,0,0,0.7170,1
inbound_8,8:15:00,8:15:00,502,5,,0,0,0.8990,1
inbound_8,8:16:00,8:16:00,497,6,,0,0,1.2000,1
inbound_8,8:17:00,8:17:00,1390,7,,0,0,1.5800,1
inbound_8,8:18:00,8:18:00,1385,8,,0,0,1.7500,1
inbound_8,8:18:00,8:18:00,1379,9,,0,0,1.9200,1
inbound_9,9:10:00,9:10:00,2504,0,,0,0,0.0000,1
inbound_9,9:11:00,9:11:00,2434,1,,0,0,0.1799,1
inbound_9,9:12:00,9:12:00,2465,2,,0,0,0.4080,1
inbound_9,9:13:00,9:13:00,2498,3,,0,0,0.6430,1
inbound_9,9:14:00,9:14:00,2421,4,,0,0,0.7170,1
inbound_9,9:15:00,9:15:00,502,5,,0,0,0.8990,1
inbound_9,9:16:00,9:16:00,497,6,,0,0,1.2000,1
inbound_9,9:17:00,9:17:00,1390,7,,0,0,1.5800,1
inbound_9,9:18:00,9:18:00,1385,8,,0,0,1.7500,1
inbound_9,9:18:00,9:18:00,1379,9,,0,0,1.9200,1
inbound_10,10:10:00,10:10:00,2504,0,,0,0,0.0000,1
inbound_10,10:11:00,10:11:00,2434,1,,0,0,0.1799,1
inbound_10,10:12:00,10:12:00,2465,2,,0,0,0.4080,1
inbound_10,10:13:00,10:13:00,2498,3,,0,0,0.6430,1
inbound_10,10:14:00,10:14:00,2421,4,,0,0,0.7170,1
inbound_10,10:15:00,10:15:00,502,5,,0,0,0.8990,1
inbound_10,10:16:00,10:16:00,497,6,,0,0,1.2000,1
inbound_10,10:17:00,10:17:00,1390,7,,0,0,1.5800,1
inbound_10,10:18:00,10:18:00,1385,8,,0,0,1.7500,1
inbound_10,10:18:00,10:18:00,1379,9,,0,0,1.9200,1
inbound_11,11:10:00,11:10:00,2504,0,,0,0,0.0000,1
inbound_11,11:11:00,11:11:00,2434,1,,0,0,0.1799,1
inbound_11,11:12:00,11:12:00,2465,2,,0,0,0.4080,1
inbound_11,11:13:00,11:13:00,2498,3,,0,0,0.6430,1
inbound_11,11:14:00,11:14:00,2421,4,,0,0,0.7170,1
inbound_11,11:15:00,11:15:00,502,5,,0,0,0.8990,1
inbound_11,11:16:00,11:16:00,497,6,,0,0,1.2000,1
inbound_11,11:17:00,11:17:00,1390,7,,0,0,1.5800,1
inbound_11,11:18:00,11:18:00,1385,8,,0,0,1.7500,1
inbound_11,11:18:00,11:18:00,1379,9,,0,0,1.9200,1
inbound_12,12:10:00,12:10:00,2504,0,,0,0,0.0000,1
inbound_12,12:11:00,12:11:00,2434,1,,0,0,0.1799,1
inbound_12,12:12:00,12:12:00,2465,2,,0,0,0.4080,1
inbound_12,12:13:00,12:13:00,2498,3,,0,0,0.6430,1
inbound_12,12:14:00,12:14:00,2421,4,,0,0,0.7170,1
inbound_12,12:15:00,12:15:00,502,5,,0,0,0.8990,1
inbound_12,12:16:00,12:16:00,497,6,,0,0,1.2000,1
inbound_12,12:17:00,12:17:00,1390,7,,0,0,1.5800,1
inbound_12,12:18:00,12:18:00,1385,8,,0,0,1.7500,1
inbound_12,12:18:00,12:18:00,1379,9,,0,0,1.9200,1
inbound_13,13:10:00,13:10:00,2504,0,,0,0,0.0000,1
inbound_13,13:11:00,13:11:00,2434,1,,0,0,0.1799,1
inbound_13,13:12:00,13:12:00,2465,2,,0,0,0.4080,1
inbound_13,13:13:00,13:13:00,2498,3,,0,0,0.6430,1
inbound_13,13:14:00,13:14:00,2421,4,,0,0,0.7170,1
inbound_13,13:15:00,13:15:00,502,5,,0,0,0.8990,1
inbound_13,13:16:00,13:16:00,497,6,,0,0,1.2000,1
inbound_13,13:17:00,13:17:00,1390,7,,0,0,1.5800,1
inbound_13,13:18:00,13:18:00,1385,8,,0,0,1.7500,1
inbound_13,13:18:00,13:18:00,1379,9,,0,0,1.9200,1
inbound_14,14:10:00,14:10:00,2504,0,,0,0,0.0000,1
inbound_14,14:11:00,14:11:00,2434,1,,0,0,0.1799,1
inbound_14,14:12:00,14:12:00,2465,2,,0,0,0.4080,1
inbound_14,14:13:00,14:13:00,2498,3,,0,0,0.6430,1
inbound_14,14:14:00,14:14:00,2421,4,,0,0,0.7170,1
inbound_14,14:15:00,14:15:00,502,5,,0,0,0.8990,1
inbound_14,14:16:00,14:16:00,497,6,,0,0,1.2000,1
inbound_14,14:17:00,14:17:00,1390,7,,0,0,1.5800,1
inbound_14,14:18:00,14:18:00,1385,8,,0,0,1.7500,1
inbound_14,14:18:00,14:18:00,1379,9,,0,0,1.9200,1
inbound_15,15:10:00,15:10:00,2504,0,,0,0,0.0000,1
inbound_15,15:11:00,15:11:00,2434,1,,0,0,0.1799,1
inbound_15,15:12:00,15:12:00,2465,2,,0,0,0.4080,1
inbound_15,15:13:00,15:13:00,2498,3,,0,0,0.6430,1
inbound_15,15:14:00,15:14:00,2421,4,,0,0,0.7170,1
inbound_15,15:15:00,15:15:00,502,5,,0,0,0.8990,1
inbound_15,15:16:00,15:16:00,497,6,,0,0,1.2000,1
inbound_15,15:17:00,15:17:00,1390,7,,0,0,1.5800,1
inbound_15,15:18:00,15:18:00,1385,8,,0,0,1.7500,1
inbound_15,15:18:00,15:18:00,1379,9,,0,0,1.9200,1
inbound_16,16:10:00,16:10:00,2504,0,,0,0,0.0000,1
inbound_16,16:11:00,16:11:00,2434,1,,0,0,0.1799,1
inbound_16,16:12:00,16:12:00,2465,2,,0,0,0.4080,1
inbound_16,16:13:00,16:13:00,2498,3,,0,0,0.6430,1
inbound_16,16:14:00,16:14:00,2421,4,,0,0,0.7170,1
inbound_16,16:15:00,16:15:00,502,5,,0,0,0.8990,1
inbound_16,16:16:00,16:16:00,497,6,,0,0,1.2000,1
inbound_16,16:17:00,16:17:00,1390,7,,0,0,1.5800,1
inbound_16,16:18:00,16:18:00,1385,8,,0,0,1.7500,1
inbound_16,16:18:00,16:18:00,1379,9,,0,0,1.9200,1
inbound_17,17:10:00,17:10:00,2504,0,,0,0,0.0000,1
inbound_17,17:11:00,17:11:00,2434,1,,0,0,0.1799,1
inbound_17,17:12:00,17:12:00,2465,2,,0,0,0.4080,1
inbound_17,17:13:00,17:13:00,2498,3,,0,0,0.6430,1
inbound_17,17:14:00,17:14:00,2421,4,,0,0,0.7170,1
inbound_17,17:15:00,17:15:00,502,5,,0,0,0.8990,1
inbound_17,17:16:00,17:16:00,497,6,,0,0,1.2000,1
inbound_17,17:17:00,17:17:00,1390,7,,0,0,1.5800,1
inbound_17,17:18:00,17:18:00,1385,8,,0,0,1.7500,1
inbound_17,17:18:00,17:18:00,1379,9,,0,0,1.9200,1
inbound_18,18:10:00,18:10:00,2504,0,,0,0,0.0000,1
inbound_18,18:11:00,18:11:00,2434,1,,0,0,0.1799,1
inbound_18,18:12:00,18:12:00,2465,2,,0,0,0.4080,1
